City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Mamlyutka,54.9375,68.5394,-5.78,100,89,5.93,KZ,1675826041
354,Shingū,33.7333,135.9833,59.05,35,5,5.53,JP,1675826043
355,Wufeng,27.45,104.8333,38.37,92,100,3.91,CN,1675826045
356,Koryukivka,51.7688,32.2481,13.12,93,6,5.48,UA,1675826047
357,Sinnamary,5.3833,-52.95,75.24,91,61,9.37,GF,1675825971
358,Kovrov,56.3572,41.3192,5.7,96,99,7.05,RU,1675826049
359,Berlevåg,70.8578,29.0864,35.6,69,26,18.41,NO,1675825775
360,Juneau,58.3019,-134.4197,34.21,97,75,3.44,US,1675825977
361,Pata,17.7152,121.5018,81.63,75,51,2.64,PH,1675826055
362,Wanaka,-44.7,169.15,67.1,34,94,11.99,NZ,1675825906
363,Noumea,-22.2763,166.4572,89.58,99,98,10.31,NC,1675826057
364,Hay River,60.8156,-115.7999,1.81,95,100,5.95,CA,1675826059
365,Port Blair,11.6667,92.75,82.44,69,40,11.5,IN,1675825850
366,Saint-Pierre,-21.3393,55.4781,78.48,78,0,11.5,RE,1675826062
367,Saint Anthony,45.0205,-93.218,29.82,81,0,6.91,US,1675825977
368,Zverinogolovskoye,54.4586,64.8542,-18.45,100,99,4.18,RU,1675826065
369,Stornoway,58.2093,-6.3865,46.36,79,100,39.12,GB,1675826066
370,Ilulissat,69.2167,-51.1,-16.58,76,40,6.91,GL,1675826069
371,Upington,-28.4478,21.2561,66.58,88,85,8.05,ZA,1675826070
372,Nushki,29.5542,66.0215,58.46,33,100,7.56,PK,1675826072
373,Baillif,16.0202,-61.7463,72.9,79,10,11.1,GP,1675826075
374,Rānāvāv,21.6842,69.7408,70.2,53,40,5.77,IN,1675826077
375,Longyearbyen,78.2186,15.6401,24.64,68,40,19.57,SJ,1675826079
376,Yar-Sale,66.8333,70.8333,6.31,83,100,21.79,RU,1675826080
377,Nara,34.6851,135.8049,48.96,55,43,9.84,JP,1675826082
378,Mincivan,39.0294,46.7185,37.8,98,100,5.53,AZ,1675826083
379,West Bay,19.3667,-81.4167,79.0,81,20,13.8,KY,1675826085
380,Kailua,21.4022,-157.7394,80.58,77,40,16.11,US,1675826086
381,Redding,40.5865,-122.3917,47.97,76,0,1.99,US,1675826088
382,Fort Nelson,58.8053,-122.7002,9.95,97,10,2.82,CA,1675826089
383,Belmonte,-15.8631,-38.8828,77.49,78,25,8.16,BR,1675826091
384,Charters Towers,-20.1,146.2667,89.62,44,97,10.71,AU,1675826092
385,Baruun-Urt,46.6806,113.2792,4.84,79,4,9.6,MN,1675826093
386,Boguchany,58.3814,97.4531,13.15,95,100,3.13,RU,1675826095
387,Jining,35.405,116.5814,50.7,53,96,7.74,CN,1675826096
388,Gamba,-2.65,10.0,75.88,85,60,2.42,GA,1675826098
389,Kitami,43.8031,143.8908,27.12,57,78,7.29,JP,1675826099
390,Cherskiy,68.75,161.3,-27.76,95,100,5.64,RU,1675825963
391,Beringovskiy,63.05,179.3167,-18.44,94,71,7.78,RU,1675825911
392,Severomuysk,56.1481,113.4267,-7.47,93,73,2.95,RU,1675826103
393,Taguatinga,-12.3857,-46.5711,75.56,67,67,1.83,BR,1675826105
394,Caravelas,-17.7125,-39.2481,76.82,83,6,7.0,BR,1675826106
395,Bubaque,11.2833,-15.8333,75.22,65,5,13.69,GW,1675826109
396,Butiá,-30.1197,-51.9622,68.13,84,37,4.45,BR,1675826111
397,Okato,-39.2,173.8833,72.91,100,6,14.72,NZ,1675826112
398,Samarai,-10.6167,150.6667,82.54,76,100,14.83,PG,1675826113
399,Zhezkazgan,47.8043,67.7144,4.98,85,100,4.47,KZ,1675826115
400,Vanino,49.0869,140.2543,9.93,59,41,6.42,RU,1675826080
401,Banda Aceh,5.5577,95.3222,81.43,76,99,11.54,ID,1675825921
402,Asău,46.4333,26.4,15.55,96,98,4.83,RO,1675825839
403,Alice Springs,-23.7,133.8833,92.75,40,40,13.8,AU,1675826120
404,Souillac,-20.5167,57.5167,77.83,81,37,14.79,MU,1675826041
405,Saint-Joseph,-21.3667,55.6167,77.38,80,77,13.49,RE,1675826053
406,Jumla,29.2747,82.1838,43.75,26,0,3.38,NP,1675826107
407,Fenyi,27.8112,114.6681,52.03,93,98,3.0,CN,1675826126
408,Sakaiminato,35.55,133.2333,49.35,65,52,11.99,JP,1675826127
409,Bathsheba,13.2167,-59.5167,75.81,88,40,11.5,BB,1675825961
410,Turbat,26.0023,63.044,65.37,43,41,1.36,PK,1675826130
411,Neiafu,-18.65,-173.9833,83.08,83,75,5.75,TO,1675826131
412,Quilmaná,-12.95,-76.3833,74.62,82,18,3.06,PE,1675826134
413,Sur,22.5667,59.5289,72.77,54,45,7.0,OM,1675826136
414,Umluj,25.0213,37.2685,61.23,57,95,10.51,SA,1675826111
415,La Ronge,55.1001,-105.2842,25.7,80,3,11.79,CA,1675826139
416,Verkh-Usugli,52.7,115.1667,4.53,74,4,2.28,RU,1675826141
417,Zhigansk,66.7697,123.3711,-46.44,97,100,6.55,RU,1675826142
418,Green Valley,31.8543,-110.9937,53.44,42,0,4.43,US,1675826143
419,Niquero,20.0431,-77.5828,73.51,82,30,17.63,CU,1675826145
420,Acaponeta,22.4964,-105.3594,62.73,71,24,1.36,MX,1675826146
421,Parelhas,-6.6878,-36.6575,73.78,62,97,18.43,BR,1675826148
422,Portel,-1.9356,-50.8211,73.53,96,100,3.53,BR,1675826150
423,Verkhoyansk,67.5447,133.385,-47.38,96,73,0.34,RU,1675825877
424,Kralendijk,12.15,-68.2667,78.78,73,20,14.97,BQ,1675826153
425,Pevek,69.7008,170.3133,-21.84,95,100,3.29,RU,1675826155
426,Bugul'ma,54.55,52.8,-6.61,100,61,2.86,RU,1675826156
427,Shelburne,44.0787,-80.2041,34.12,95,100,12.46,CA,1675825932
428,Bambous Virieux,-20.3428,57.7575,78.22,80,30,15.75,MU,1675826158
429,Vostok,46.4856,135.8833,4.28,75,61,12.28,RU,1675826160
430,Katrineholm,58.9959,16.2072,38.64,89,100,7.94,SE,1675826162
431,Mehrān,33.1222,46.1646,49.68,64,68,4.32,IR,1675826163
432,Northam,51.0333,-4.2167,38.61,92,0,6.42,GB,1675826165
433,Katherine,-14.4667,132.2667,93.52,49,61,4.61,AU,1675826166
434,Darnah,32.767,22.6367,51.53,76,95,10.98,LY,1675826168
435,Umm Hājar,13.2954,19.6966,67.64,22,94,9.13,TD,1675825989
436,Kahului,20.8947,-156.47,77.02,77,40,21.85,US,1675826094
437,Kaeo,-35.1,173.7833,78.33,66,38,7.25,NZ,1675826035
438,Waipawa,-41.4122,175.5153,67.87,58,20,3.83,NZ,1675826173
439,Abrau-Dyurso,44.69,37.59,22.46,86,97,29.37,RU,1675826175
440,Barra de Tecoanapa,16.5167,-98.75,76.12,78,4,4.16,MX,1675826176
441,Los Llanos de Aridane,28.6585,-17.9182,53.35,62,20,6.91,ES,1675826179
442,Tocopilla,-22.092,-70.1979,73.78,78,18,4.07,CL,1675826180
443,Broome,42.2506,-75.833,39.67,77,100,11.5,US,1675826182
444,Hobyo,5.3505,48.5268,77.14,68,97,14.58,SO,1675826183
445,St-Jean-Port-Joli,47.2171,-70.2658,27.28,92,100,6.76,CA,1675826185
446,Shimoda,34.6667,138.95,48.11,76,60,8.1,JP,1675826186
447,Tegul'det,57.3064,88.1667,8.76,95,100,6.49,RU,1675826188
448,Dunedin,-45.8742,170.5036,61.25,46,71,17.72,NZ,1675825981
449,Boulder City,35.9786,-114.8325,54.25,34,0,5.75,US,1675826190
450,Eenhana,-17.4667,16.3333,66.15,49,100,4.7,NA,1675826016
451,Kirya,-3.9167,37.4833,70.75,79,76,2.64,TZ,1675826194
452,Olafsvik,64.8945,-23.7142,27.77,56,100,29.28,IS,1675826196
453,Imeni Stepana Razina,54.8932,44.2963,-3.23,100,100,4.47,RU,1675826198
454,Chambersburg,39.9376,-77.6611,46.27,79,100,1.01,US,1675826200
455,Luganville,-15.5333,167.1667,84.87,69,100,7.43,VU,1675826201
456,Ormara,25.2088,64.6357,69.76,65,2,3.87,PK,1675826203
457,Letnyaya Stavka,45.4306,43.4472,19.15,95,100,10.58,RU,1675826204
458,Hervey Bay,-25.2986,152.8535,80.53,61,74,19.24,AU,1675826205
459,Seminole,28.7086,-81.2081,66.34,84,0,3.44,US,1675826152
460,Mahébourg,-20.4081,57.7,79.09,83,40,11.5,MU,1675826200
461,Ambilobe,-13.2,49.05,73.33,94,100,1.97,MG,1675826209
462,Guerrero Negro,27.9769,-114.0611,62.38,35,0,7.54,MX,1675826061
463,Isangel,-19.55,169.2667,81.68,77,93,3.29,VU,1675826213
464,Bereda,43.2686,-7.5406,31.14,91,37,2.55,ES,1675825991
465,Abbeville,50.1,1.8333,26.56,68,4,3.24,FR,1675825954
466,Khovd,48.0056,91.6419,3.18,76,98,0.4,MN,1675826025
467,Moose Factory,51.2585,-80.6094,3.2,66,0,12.66,CA,1675826219
468,Reconquista,-29.15,-59.65,80.89,27,0,7.2,AR,1675826220
469,Port Keats,-14.25,129.55,89.58,59,31,8.86,AU,1675826216
470,Ust'-Barguzin,53.45,108.9833,6.71,90,100,4.32,RU,1675826223
471,Manoel Urbano,-8.8389,-69.2597,72.3,95,51,1.41,BR,1675826224
472,Pontianak,-0.0333,109.3333,84.18,70,40,2.3,ID,1675826226
473,Abhā,18.2164,42.5053,48.02,87,0,0.0,SA,1675826227
474,Ampanihy,-24.7,44.75,74.41,69,100,4.68,MG,1675826228
475,Conceição do Araguaia,-8.2578,-49.2647,73.06,93,83,2.86,BR,1675826231
476,Dhone,15.4167,77.8833,75.6,54,37,3.62,IN,1675826232
477,Ishigaki,24.3448,124.1572,73.53,73,75,13.8,JP,1675826235
478,Soe,-9.8607,124.284,78.01,73,15,3.87,ID,1675826236
479,Dalnerechensk,45.9339,133.7225,6.91,84,65,4.18,RU,1675826238
480,Karaton,-6.3424,106.1045,78.3,82,100,2.68,ID,1675826239
481,Darhan,49.4867,105.9228,0.23,92,10,4.41,MN,1675826241
482,Bogandé,12.9714,-0.1436,76.17,16,67,9.51,BF,1675826242
483,Coahuayana Viejo,18.7333,-103.6833,71.26,91,18,2.35,MX,1675826244
484,Aklavik,68.2191,-135.0107,-20.29,96,100,7.65,CA,1675826245
485,Marabu,4.4148,114.0089,87.94,66,20,3.44,MY,1675826247
486,Pusad,19.9,77.5833,72.91,29,1,6.49,IN,1675826249
487,Lumphat,13.4878,106.9816,88.68,46,12,4.47,KH,1675826250
488,Dzerzhinskoye,56.8344,95.2283,17.82,91,100,3.85,RU,1675826252
489,Luanda,-8.8368,13.2343,76.24,80,100,7.7,AO,1675826166
490,Carmo do Rio Claro,-20.9719,-46.1189,66.99,95,96,1.66,BR,1675826255
491,Eastbourne,50.7687,0.2845,36.72,89,99,3.62,GB,1675826257
492,Honiara,-9.4333,159.95,84.6,72,100,6.49,SB,1675826242
493,Assiniboia,49.6334,-105.9845,31.82,80,100,9.22,CA,1675826259
494,Ribas do Rio Pardo,-20.4431,-53.7592,70.25,97,78,3.91,BR,1675826261
495,Sémbé,1.6481,14.5806,69.24,80,90,2.48,CG,1675826262
496,Tonj,7.2737,28.6822,72.07,18,3,5.68,SS,1675826265
497,Scottsbluff,41.8666,-103.6672,37.29,64,0,8.99,US,1675826046
498,Rāvar,31.2656,56.8055,53.96,58,89,13.69,IR,1675826267
499,Alegrete,-29.7831,-55.7919,76.95,34,0,9.98,BR,1675826268
500,Batemans Bay,-35.7167,150.1833,69.1,84,100,2.1,AU,1675826270
501,Dutse,11.7594,9.3392,65.07,24,79,8.97,NG,1675826271
502,Tacuarembó,-31.7333,-55.9833,71.96,42,0,4.59,UY,1675826273
503,Hualmay,-11.0964,-77.6139,72.64,85,26,5.99,PE,1675826274
504,Nizip,37.0097,37.7942,32.13,51,49,7.94,TR,1675826275
505,Resistencia,-27.4606,-58.9839,87.1,51,96,6.91,AR,1675826240
506,Pemba,-12.974,40.5178,75.78,89,100,7.61,MZ,1675826278
507,Jiazi,22.8779,116.067,66.94,73,52,22.55,CN,1675826280
508,Beloha,-25.1667,45.05,73.71,76,100,7.29,MG,1675826281
509,Vlotho,52.1653,8.86,29.16,77,100,4.61,DE,1675826283
510,Mandurah,-32.55,115.7,82.06,52,0,9.6,AU,1675826199
511,Lindenberg,49.3803,8.0986,31.24,57,0,4.74,DE,1675826285
512,Maţāy,28.419,30.7792,46.54,61,100,1.72,EG,1675826288
513,Grocka,44.6722,20.7175,25.9,77,80,6.26,RS,1675826289
514,Carauari,-4.8828,-66.8958,73.58,98,95,1.88,BR,1675826291
515,Jacareacanga,-6.2222,-57.7528,73.06,98,96,1.1,BR,1675826292
516,Namalenga,-10.95,39.1,70.23,98,100,2.55,TZ,1675826293
517,Soverato Marina,38.685,16.5499,33.75,66,1,3.47,IT,1675826295
518,Abnūb,27.2696,31.1511,45.86,60,85,3.36,EG,1675826296
519,Humaitá,-7.5061,-63.0208,74.19,98,95,1.05,BR,1675826298
520,Cam Ranh,11.9214,109.1591,82.36,69,75,10.36,VN,1675826299
521,Nemuro,43.3236,145.575,26.19,57,28,3.89,JP,1675826301
522,Kichera,55.9375,110.0997,5.99,83,74,0.76,RU,1675826303
523,Bom Jesus,-9.0744,-44.3586,72.68,78,87,1.57,BR,1675826305
524,Poum,-20.2333,164.0167,80.17,85,100,15.88,NC,1675826191
525,Igarka,67.4667,86.5833,-8.09,100,98,2.51,RU,1675826307
526,West Wendover,40.7391,-114.0733,29.41,86,0,3.44,US,1675826309
527,Dargaville,-35.9333,173.8833,71.85,60,35,9.75,NZ,1675826310
528,Saldanha,-33.0117,17.9442,63.72,89,0,11.79,ZA,1675826311
529,Coolum Beach,-26.5333,153.1,82.11,69,78,14.41,AU,1675826313
530,Chernushka,56.5072,56.0766,-13.31,100,99,3.04,RU,1675826314
531,São Borja,-28.6606,-56.0044,74.95,24,1,8.23,BR,1675826316
532,Qasigiannguit,68.8193,-51.1922,-16.35,99,99,2.73,GL,1675826317
533,Soanierana Ivongo,-16.9167,49.5833,74.53,92,96,4.81,MG,1675826318
534,Morón,-34.6534,-58.6198,82.96,62,0,9.31,AR,1675826320
535,Junction City,39.0286,-96.8314,39.79,58,0,0.0,US,1675826091
536,Fort-Shevchenko,44.5086,50.263,33.03,91,100,29.19,KZ,1675826322
537,Ambon City,-3.6954,128.1814,91.54,55,20,10.36,ID,1675826324
538,Kiunga,-6.1219,141.2906,85.71,67,85,6.73,PG,1675826325
539,Escuinapa,22.85,-105.8,62.67,72,18,2.44,MX,1675826326
540,Oildale,35.4197,-119.0195,56.77,76,0,5.75,US,1675826328
541,Ascension,30.2169,-90.9001,67.08,92,75,0.0,US,1675826329
542,Toyooka,35.5333,134.8333,44.65,93,75,6.91,JP,1675826331
543,Slave Lake,55.2834,-114.769,21.18,73,0,3.44,CA,1675826332
544,Westport,41.1415,-73.3579,41.56,86,100,3.44,US,1675826334
545,Gewanē,10.1664,40.6453,71.73,57,1,5.08,ET,1675826190
546,Windhoek,-22.5594,17.0832,63.43,89,27,1.14,NA,1675826338
547,Barreirinha,-2.7933,-57.07,74.57,96,100,1.74,BR,1675826340
548,Rosarito,32.3333,-117.0333,59.13,45,0,5.19,MX,1675826241
549,Ambunti,-4.2365,142.8448,85.86,68,95,4.14,PG,1675826342
550,Tarko-Sale,64.9225,77.785,-15.43,100,98,7.47,RU,1675826344
551,Äänekoski,62.6946,25.818,32.07,100,100,4.83,FI,1675826345
552,Meadow Lake,34.8014,-106.5436,34.79,77,99,3.53,US,1675826157
553,Bairiki Village,1.3292,172.9752,86.0,62,20,16.11,KI,1675826348
554,Pavlodar,52.3,76.95,-0.6,85,100,2.24,KZ,1675826350
555,Port Hedland,-20.3167,118.5667,95.05,49,14,11.5,AU,1675826351
556,Yarmouth,41.7057,-70.2286,35.65,85,75,9.22,US,1675826353
557,Cayenne,4.9333,-52.3333,77.04,88,20,3.44,GF,1675826115
